user_id,date,sleep,sleep_quality
p02,2020-03-20,1.68,86
p09,2020-03-20,8.52,96
p15,2020-03-20,7.63,96
p05,2020-03-20,6.62,95
p04,2020-03-20,8.47,91
p07,2020-03-20,7.5,96
p16,2020-03-20,8.27,90
p01,2020-03-20,5.68,99
p08,2020-03-20,7.7,95
p06,2020-03-21,5.48,100
p09,2020-03-21,6.8,88
p16,2020-03-21,5.8,93
p02,2020-03-21,5.47,86
p07,2020-03-21,7.93,95
p01,2020-03-21,6.35,98
p05,2020-03-21,5.92,97
p15,2020-03-21,7.97,95
p04,2020-03-21,2.82,96
p13,2020-03-21,6.0,98
p14,2020-03-21,5.57,98
p05,2020-03-22,6.6,100
p15,2020-03-22,8.05,98
p09,2020-03-22,10.68,94
p16,2020-03-22,8.27,90
p08,2020-03-22,8.52,95
p14,2020-03-22,7.37,98
p04,2020-03-22,6.22,92
p06,2020-03-22,7.33,96
p01,2020-03-22,6.8,98
p02,2020-03-22,7.13,92
p07,2020-03-22,6.47,93
p03,2020-03-22,5.05,87
p04,2020-03-23,8.25,95
p15,2020-03-23,6.5,98
p08,2020-03-23,7.38,95
p09,2020-03-23,8.9,91
p16,2020-03-23,6.63,90
p06,2020-03-23,5.45,96
p14,2020-03-23,1.83,97
p02,2020-03-23,7.13,99
p05,2020-03-23,6.92,98
p03,2020-03-23,5.17,93
p01,2020-03-23,6.25,99
p07,2020-03-23,8.38,96
p09,2020-03-24,3.0,90
p15,2020-03-24,7.18,96
p04,2020-03-24,6.42,95
p07,2020-03-24,8.08,97
p06,2020-03-24,5.93,99
p14,2020-03-24,7.18,94
p08,2020-03-24,6.52,96
p02,2020-03-24,7.07,98
p16,2020-03-24,7.9,94
p01,2020-03-24,7.3,98
p05,2020-03-24,5.88,96
p03,2020-03-24,6.53,93
p02,2020-03-25,6.82,99
p06,2020-03-25,5.62,96
p01,2020-03-25,5.78,99
p08,2020-03-25,7.55,95
p15,2020-03-25,8.13,97
p14,2020-03-25,9.17,96
p04,2020-03-25,1.05,91
p09,2020-03-25,7.03,96
p16,2020-03-25,8.18,94
p07,2020-03-25,8.15,96
p05,2020-03-25,7.22,96
p01,2020-03-26,6.92,98
p08,2020-03-26,7.17,96
p06,2020-03-26,6.4,97
p05,2020-03-26,5.77,98
p04,2020-03-26,7.85,91
p14,2020-03-26,8.12,95
p03,2020-03-26,5.83,93
p15,2020-03-26,7.6,96
p09,2020-03-26,8.33,94
p16,2020-03-26,4.9,95
p07,2020-03-26,6.9,92
p02,2020-03-26,5.52,94
p01,2020-03-27,5.12,97
p05,2020-03-27,7.07,99
p07,2020-03-27,6.13,97
p08,2020-03-27,7.17,92
p14,2020-03-27,7.58,92
p06,2020-03-27,5.83,97
p09,2020-03-27,7.37,94
p02,2020-03-27,6.4,98
p04,2020-03-27,8.1,93
p16,2020-03-27,7.82,92
p15,2020-03-27,8.45,97
p03,2020-03-27,2.1,90
p08,2020-03-28,9.12,96
p01,2020-03-28,5.9,96
p02,2020-03-28,6.1,89
p15,2020-03-28,7.33,93
p05,2020-03-28,6.37,98
p14,2020-03-28,6.28,98
p06,2020-03-28,7.0,96
p16,2020-03-28,6.98,95
p09,2020-03-28,1.77,99
p07,2020-03-28,7.28,97
p04,2020-03-28,9.03,93
p05,2020-03-29,4.75,99
p01,2020-03-29,5.82,99
p06,2020-03-29,6.05,99
p14,2020-03-29,6.97,97
p02,2020-03-29,3.72,92
p09,2020-03-29,7.73,91
p16,2020-03-29,7.37,96
p15,2020-03-29,8.28,98
p03,2020-03-29,5.73,97
p04,2020-03-29,7.37,95
p08,2020-03-29,8.5,0
p09,2020-03-30,8.9,96
p02,2020-03-30,5.77,93
p07,2020-03-30,8.68,96
p06,2020-03-30,6.17,97
p03,2020-03-30,5.42,91
p05,2020-03-30,7.93,96
p04,2020-03-30,9.82,96
p16,2020-03-30,8.08,94
p01,2020-03-30,6.43,98
p14,2020-03-30,4.82,95
p15,2020-03-30,8.3,96
p08,2020-03-30,6.53,95
p08,2020-03-31,7.52,97
p02,2020-03-31,6.57,98
p14,2020-03-31,5.92,98
p07,2020-03-31,7.62,95
p06,2020-03-31,5.42,99
p15,2020-03-31,7.18,97
p01,2020-03-31,5.75,98
p05,2020-03-31,5.75,96
p09,2020-03-31,5.5,93
p04,2020-03-31,7.45,93
p16,2020-03-31,6.42,95
p03,2020-03-31,5.93,92
p14,2020-04-01,3.5,94
p15,2020-04-01,7.3,96
